VIN,customerID,start_date,service_writer,odometer,labor_cost,repair_desc,completion_date
S2N3CMXWZPV810214,130,2021-08-01,user30,543830,20.51,change suspension fluid; change speaker configuration; ,2021-08-03
S2N3CMXWZPV810214,130,2021-08-05,roland,547494,61.53,prevent fuel pump shutoff; replace liftgate window; ,2021-08-11
S2N3CMXWZPV810214,130,2021-09-10,user29,796209,41.02,replace catalytic converter; reconfigure service reminder light; ,2021-09-12
S2N3CMXWZPV810214,130,2021-09-13,user30,800167,20.51,adjust adaptive cruise control; configure universal remote control; ,2021-09-15
S2N3CMXWZPV810214,130,2021-09-16,user12,810014,20.51,fix air filter restriction indicator; ,2021-09-23
S4TI4IX70JJ322540,171,2021-07-23,user12,234321,202.52,adjust hybrid performance; adjust reverse tilt mirrors; ,2021-08-01
S4TI4IX70JJ322540,171,2021-08-06,user15,277821,50.63,replace diverter valve; ,2021-08-13
S4TI4IX70JJ322540,171,2021-08-18,user13,324616,126.58,check drive axle boots; install parking sensors; ,2021-08-23
S4TI4IX70JJ322540,171,2021-08-24,user33,328071,25.32,change speaker configuration; adjust turn signals; ,2021-08-26
S4TI4IX70JJ322540,171,2021-08-29,user15,357954,202.52,replace radiator core & ac condenser; repair seatbelt force limiters; ,2021-09-16
S4TI4IX70JJ322540,171,2021-09-21,roland,407854,50.63,install dusk-sensing headlights; adjust hybrid performance; ,2021-09-25
S5263SMBZPG600452,191,2021-03-20,user17,106736,803.22,install optional equipment; fix external temperature display; ,2021-04-21
S5263SMBZPG600452,191,2021-04-29,roland,153193,278.04,adjust regenerative braking; attach exterior camera; ,2021-05-14
S5263SMBZPG600452,191,2021-05-22,user29,195078,92.68,adjust running boards; adjust traction control system; ,2021-05-24
S5263SMBZPG600452,191,2021-06-03,user13,241381,370.72,replace water pump; ,2021-06-18
S5263SMBZPG600452,191,2021-07-05,user13,374902,61.79,change suspension fluid; ,2021-07-07
S5263SMBZPG600452,191,2021-07-11,user33,407422,185.36,replace brake pedal spring; ,2021-07-21
S5263SMBZPG600452,191,2021-07-22,user17,411277,370.72,repair cooled seats; adjust reverse tilt mirrors; ,2021-09-15
S5MQN63PZL6857813,157,2021-03-30,user33,85144,1075.19,change wheel cylinders; ,2021-04-12
S5MQN63PZL6857813,157,2021-04-13,user29,85451,896,install separate rear audio; change suspension fluid; ,2021-06-30
S5MQN63PZL6857813,157,2021-07-27,user29,321534,2150.39,repair seatbelt force limiters; check drive axle boots; ,2021-09-07
SC4XXMXCD3O314777,197,2020-12-01,user15,79933,153.27,change timing belt; install vanity mirrors; ,2020-12-17
SC4XXMXCD3O314777,197,2021-02-13,user15,344878,980.94,fix power activated release; replace tail lights; ,2021-05-31
SHN7X1KFP65647255,46,2021-02-27,user12,619376,362.04,fix solar sunroof; configure audio remote control; ,2021-03-19
SHN7X1KFP65647255,46,2021-06-07,user29,1426224,362.04,install vanity mirrors; repair shiftable automatic transmission; ,2021-09-25
SLW1XG4GWUM246789,109,2021-04-07,user33,162041,55.48,change brake linings; replace ace filter; ,2021-04-08
SLW1XG4GWUM246789,109,2021-06-10,roland,809811,194.18,replace catalytic converter; fix steering damper; ,2021-06-24
SLW1XG4GWUM246789,109,2021-07-17,user33,845614,360.62,change air conditioner refrigerant; replace fuel filter; ,2021-07-30
SLW1XG4GWUM246789,109,2021-08-12,user13,954395,194.18,repair shiftable automatic transmission; fix nvh dampening system; ,2021-09-13
SSK6RJETTAY507275,89,2020-05-11,user33,17583,276.38,attach spoiler; set up gyro sensor; ,2020-08-28
SSS7P1GXYA6831681,38,2021-06-21,user13,247933,556.17,adjust climate control; ,2021-07-04
SSS7P1GXYA6831681,38,2021-08-05,user29,464605,39.73,fix steering damper; adjust low fuel warning indicator; ,2021-08-06
SSS7P1GXYA6831681,38,2021-08-14,roland,471539,158.91,fix solar sunroof; replace serpentine belt; ,2021-08-17
SSS7P1GXYA6831681,38,2021-08-23,user33,494573,79.45,install dusk-sensing headlights; fix deceleration system; ,2021-09-07
SSS7P1GXYA6831681,38,2021-09-17,user15,590948,317.81,install optional equipment; improve cylinder configuration; ,2021-09-25
SYK3OZKA6FN066098,103,2021-03-21,user12,37392,955.19,replace ace filter; ,2021-04-17
SYK3OZKA6FN066098,103,2021-05-02,roland,172937,1910.37,improve cylinder configuration; adjust seat belts tension; ,2021-05-25
SYK3OZKA6FN066098,103,2021-07-07,roland,224715,191.04,fix power activated release; make polarization coating; ,2021-08-19
SYK3OZKA6FN066098,103,2021-08-22,user29,247486,95.52,replace timing belt tensioner; adjust traction control system; ,2021-09-09
T3LJKVCQKWT790170,192,2021-07-16,user30,32451,127.13,adjust block heater; adjust regenerative braking; ,2021-07-18
T3LJKVCQKWT790170,192,2021-07-23,roland,49285,127.13,fix power activated release; fix deceleration system; ,2021-07-29
T3LJKVCQKWT790170,192,2021-08-16,user12,232512,508.51,remove oversteer; repair seatbelt force limiters; ,2021-08-19
TFRBNINRQHD994300,160,2021-03-25,user13,14277,614.3,reduce blind spot; install dusk-sensing headlights; ,2021-04-06
TFRBNINRQHD994300,160,2021-04-12,user17,64454,1563.67,fix broken tow hooks; replace liftgate window; ,2021-05-23
TFRBNINRQHD994300,160,2021-05-26,user29,84170,279.23,change oil filter; ,2021-06-09
TFRBNINRQHD994300,160,2021-06-21,user30,161317,111.69,prevent fuel pump shutoff; adjust regenerative braking; ,2021-06-26
TFRBNINRQHD994300,160,2021-08-28,user17,853287,167.54,fix deceleration system; replace diverter valve; ,2021-09-02
TFRBNINRQHD994300,160,2021-09-05,user12,871505,55.85,adjust retractable mirrors; adjust running boards; ,2021-09-07
TIGCC0J14W1049941,24,2020-09-04,user33,87706,291.52,fix solar sunroof; adjust reverse tilt mirrors; ,2020-09-14
TIGCC0J14W1049941,24,2021-05-03,user17,1491456,388.69,replace serpentine belt; ,2021-05-23
TN71ZRAXPD7832958,184,2021-07-03,user33,176845,351.81,replace brake pedal spring; adjust seat belts tension; ,2021-08-28
TO6RWDMW814286852,36,2021-01-21,user33,6713,897.03,replace fuel filter; install smoked glass; ,2021-02-04
TO6RWDMW814286852,36,2021-03-01,user33,191245,64.07,install on-board diagnosis system; ,2021-03-01
TO6RWDMW814286852,36,2021-03-28,user29,408915,1794.07,fix sunroof; adjust running boards; ,2021-05-05
TO6RWDMW814286852,36,2021-05-09,user13,431483,961.11,change speaker configuration; ,2021-05-26
TO6RWDMW814286852,36,2021-06-04,user15,441371,448.52,improve engine performance; install turbocharger; ,2021-06-23
TO6RWDMW814286852,36,2021-06-27,roland,443496,64.07,prevent fuel pump shutoff; fix nvh dampening system; ,2021-06-28
TO6RWDMW814286852,36,2021-06-30,roland,454681,128.15,configure universal remote control; set up auto-delay headlights; ,2021-07-01
TO6RWDMW814286852,36,2021-08-19,user33,913767,64.07,reconfigure service reminder light; replace catalytic converter; ,2021-08-19
TO6RWDMW814286852,36,2021-08-28,user12,918580,1665.92,change coolant; change coolant; ,2021-09-25
TOHM82154DP914803,39,2021-05-18,user30,182515,119.7,attach spoiler; ,2021-05-26
TOHM82154DP914803,39,2021-06-29,user13,317595,438.92,replace diverter valve; check drive axle boots; ,2021-07-13
TOHM82154DP914803,39,2021-08-01,user13,382087,558.62,fix rear defroster; ,2021-08-14
TOHM82154DP914803,39,2021-09-08,user17,551018,438.92,adjust hybrid performance; attach seat extension; ,2021-09-24
TPWVCLGW5SF975070,150,2021-07-13,user12,52364,133.56,replace fuel filter; configure universal remote control; ,2021-07-14
TPWVCLGW5SF975070,150,2021-07-15,user33,52651,133.56,install intelligent alternator; ,2021-07-16
TPWVCLGW5SF975070,150,2021-07-25,user13,136349,267.12,change air conditioner refrigerant; replace fuel filter; ,2021-07-31
TPWVCLGW5SF975070,150,2021-08-04,user13,156797,267.12,prevent fuel pump shutoff; configure audio remote control; ,2021-08-10
TPWVCLGW5SF975070,150,2021-08-18,user33,235245,133.56,repair cooled seats; improve engine performance; ,2021-08-20
TPWVCLGW5SF975070,150,2021-08-22,user30,250654,534.24,upgrade navigation system; add knee airbags; ,2021-09-04
TPWVCLGW5SF975070,150,2021-09-07,roland,251508,133.56,change oil filter; adjust ignition timing; ,2021-09-08
TPWVCLGW5SF975070,150,2021-09-10,user29,266011,267.12,repair shiftable automatic transmission; check drive axle boots; ,2021-09-12
TPWVCLGW5SF975070,150,2021-09-19,user12,280886,267.12,configure audio remote control; repair shiftable automatic transmission; ,2021-09-20
TY6ELGLPBTV020931,143,2020-09-10,roland,16964,961.53,reconfigure service reminder light; install separate rear audio; ,2020-11-08
TY6ELGLPBTV020931,143,2020-11-10,user15,32287,64.1,fix broken tow hooks; change oil filter; ,2020-11-16
TY6ELGLPBTV020931,143,2020-12-02,user13,143237,448.71,adjust reverse tilt mirrors; install active pedestrian protection system; ,2021-01-10
TY6ELGLPBTV020931,143,2021-01-11,roland,145947,85.47,change speaker configuration; replace serpentine belt; ,2021-01-16
TY6ELGLPBTV020931,143,2021-02-20,user29,546983,213.67,improve cylinder configuration; adjust ignition timing; ,2021-04-05
U2XIPWQ4U2Q518809,118,2020-12-18,user17,128174,764.12,fix broken tow hooks; fix sunroof; ,2021-01-27
U2XIPWQ4U2Q518809,118,2021-03-04,user33,316899,127.35,install parking sensors; replace water pump; ,2021-03-07
U2XIPWQ4U2Q518809,118,2021-03-08,user17,323665,849.02,install active pedestrian protection system; replace timing belt tensioner; ,2021-04-09
U2XIPWQ4U2Q518809,118,2021-04-26,user13,343424,424.51,adjust adaptive cruise control; prevent fuel pump shutoff; ,2021-06-02
U2XIPWQ4U2Q518809,118,2021-06-04,user13,348235,551.87,adjust turn signals; add heated windshield; ,2021-06-20
U2XIPWQ4U2Q518809,118,2021-07-11,user17,424292,297.16,configure universal remote control; repair seatbelt force limiters; ,2021-07-18
U2XIPWQ4U2Q518809,118,2021-07-28,user13,492935,42.45,adjust seat belts tension; adjust turn signals; ,2021-07-29
U2XIPWQ4U2Q518809,118,2021-09-06,user12,899234,466.96,install smoked glass; replace liftgate window; ,2021-09-17
U3Q7P5C8GZP868702,162,2021-06-27,user13,172375,447.32,fix external temperature display; ,2021-07-20
U3Q7P5C8GZP868702,162,2021-08-14,user17,388792,93.19,change air conditioner refrigerant; ,2021-08-26
U3Q7P5C8GZP868702,162,2021-09-10,user17,464850,55.92,change steering rack; replace steering column lock; ,2021-09-20
U3Z8TODSG28826809,200,2021-03-25,user29,37295,432.68,set up auto-delay headlights; replace stabilizer bar; ,2021-04-28
U3Z8TODSG28826809,200,2021-05-07,user17,56249,39.33,install smoked glass; fix a-pillar; ,2021-05-08
U3Z8TODSG28826809,200,2021-05-12,user15,61420,59,replace water pump; add heated windshield; ,2021-05-15
U3Z8TODSG28826809,200,2021-06-20,user33,285946,216.34,install vanity mirrors; change coolant; ,2021-07-03
U3Z8TODSG28826809,200,2021-07-23,user33,384515,177.01,attach exterior camera; repair cooled seats; ,2021-08-03
U3Z8TODSG28826809,200,2021-08-15,user15,457223,19.67,install turbocharger; set up auto-delay headlights; ,2021-08-21
U3Z8TODSG28826809,200,2021-09-03,user12,556399,275.34,change timing belt; ,2021-09-21
UB0FCRJ4Q31126837,50,2021-07-26,user15,351927,78.72,fix cylinder head bolts; ,2021-08-15
UB0FCRJ4Q31126837,50,2021-08-18,user13,365549,1102.09,adjust retractable mirrors; change memory settings of the onboard computer; ,2021-09-23
UBR5KSD76ZB411512,115,2021-06-21,roland,124515,97.2,replace crankcase ventilation filter; install turbocharger; ,2021-06-24
UBR5KSD76ZB411512,115,2021-07-24,user29,300173,97.2,replace crankcase ventilation filter; install parking sensors; ,2021-07-29
UBR5KSD76ZB411512,115,2021-08-06,user30,390189,485.99,change speaker configuration; change purge valve; ,2021-08-26
UDGMKMHR25C842616,113,2021-05-08,user15,177968,115.04,upgrade navigation system; reconfigure service reminder light; ,2021-05-11
UDGMKMHR25C842616,113,2021-05-20,user13,224287,86.28,install intelligent alternator; reconfigure service reminder light; ,2021-05-23
UDGMKMHR25C842616,113,2021-06-13,user12,332637,1322.96,change pcv filter/pcv valve; adjust seat belts tension; ,2021-08-15
UDGMKMHR25C842616,113,2021-08-31,user29,424549,115.04,adjust adaptive cruise control; repair cooled seats; ,2021-09-13
UE021615KMB218122,89,2021-07-12,user17,189257,45.86,fix deceleration system; fix rear hvac; ,2021-07-16
UE021615KMB218122,89,2021-08-13,user15,521814,30.57,replace stabilizer bar; ,2021-08-14
UE021615KMB218122,89,2021-08-17,user13,550240,30.57,fix deceleration system; change steering rack; ,2021-08-18
UE021615KMB218122,89,2021-08-20,user29,558408,15.29,replace crankcase ventilation filter; ,2021-08-21
UE021615KMB218122,89,2021-08-22,user29,565630,107.01,install parking sensors; install roof spoiler; ,2021-09-09
UE021615KMB218122,89,2021-09-20,user33,595080,30.57,adjust block heater; set up satellite radio; ,2021-09-25
UFZBV43FAC2764534,158,2021-02-09,user13,2031836,1947.75,reconfigure service reminder light; install vanity mirrors; ,2021-05-02
UFZBV43FAC2764534,158,2021-06-10,user17,2269959,713.26,configure audio remote control; adjust climate control; ,2021-07-05
UFZBV43FAC2764534,158,2021-07-11,user15,2292577,54.87,replace stabilizer bar; replace stabilizer bar; ,2021-07-16
UHC76PD8DA6169438,12,2020-12-19,user30,100752,1099.59,set up auto-delay headlights; ,2021-02-01
UHC76PD8DA6169438,12,2021-02-08,user17,138013,107.28,reduce blind spot; refurbish power steering; ,2021-02-19
UHC76PD8DA6169438,12,2021-04-13,user33,348220,26.82,correct abs; fix steering damper; ,2021-05-09
UHC76PD8DA6169438,12,2021-06-07,user15,415254,214.55,change pcv filter/pcv valve; adjust traction control system; ,2021-07-12
UHC76PD8DA6169438,12,2021-07-16,user29,435296,53.64,fix ventilated seats; fix solar sunroof; ,2021-07-17
UHC76PD8DA6169438,12,2021-08-27,user15,457082,53.64,adjust low fuel warning indicator; reduce fuel consumption; ,2021-08-28
UHR044A6RAT399029,199,2021-03-03,roland,51222,16.83,replace brake pedal spring; prevent fuel pump shutoff; ,2021-03-04
UHR044A6RAT399029,199,2021-03-30,user12,85144,33.66,fix steering damper; check drive axle boots; ,2021-04-06
UHR044A6RAT399029,199,2021-04-12,user17,99582,84.16,adjust retractable mirrors; install dusk-sensing headlights; ,2021-04-20
UHR044A6RAT399029,199,2021-04-30,user13,198270,16.83,change air conditioner refrigerant; remove oversteer; ,2021-05-01
UHR044A6RAT399029,199,2021-05-12,user13,205766,168.32,configure universal remote control; replace liftgate window; ,2021-05-24
UHR044A6RAT399029,199,2021-06-11,user13,237977,84.16,install intelligent alternator; fix broken tow hooks; ,2021-06-16
UHR044A6RAT399029,199,2021-06-29,user17,355991,100.99,replace radiator hoses; ,2021-07-07
UHR044A6RAT399029,199,2021-07-12,user13,374958,538.63,replace crankcase ventilation filter; correct abs; ,2021-08-12
UHR044A6RAT399029,199,2021-08-22,user29,383154,151.49,replace crankcase ventilation filter; ,2021-08-31
URGQRLDWJAO598363,156,2021-02-11,user13,148651,108.42,install dusk-sensing headlights; set up satellite radio; ,2021-02-26
URGQRLDWJAO598363,156,2021-02-28,user13,172650,498.73,replace radiator core & ac condenser; fix power activated release; ,2021-03-24
URGQRLDWJAO598363,156,2021-03-31,user29,240812,281.89,adjust regenerative braking; install anti-theft alarm; ,2021-04-23
URGQRLDWJAO598363,156,2021-05-06,user17,392604,108.42,change pcv filter/pcv valve; prevent fuel pump shutoff; ,2021-05-11
URGQRLDWJAO598363,156,2021-06-26,user30,798902,173.47,change oil filter; adjust accelerator pedal linkage; ,2021-07-05
URGQRLDWJAO598363,156,2021-07-18,user12,839148,216.84,set up satellite radio; change wheel cylinders; ,2021-08-16
URGQRLDWJAO598363,156,2021-08-25,user12,932717,390.31,adjust traction control system; adjust reverse tilt mirrors; ,2021-09-24
URH3DGEQQ7S513356,99,2020-11-09,user12,426344,3033.03,replace ace filter; repair direct injection system; ,2021-02-24
URH3DGEQQ7S513356,99,2021-03-15,user29,469009,157.56,fix air filter restriction indicator; fix ventilated seats; ,2021-03-27
URH3DGEQQ7S513356,99,2021-03-31,user15,503246,945.36,change suspension fluid; refurbish power steering; ,2021-04-30
URH3DGEQQ7S513356,99,2021-05-09,roland,525990,196.95,install intelligent alternator; replace brake pedal spring; ,2021-06-14
URH3DGEQQ7S513356,99,2021-07-19,user13,828824,157.56,fix deceleration system; fix air filter restriction indicator; ,2021-08-01
V7RRXZF3UDD625897,137,2021-04-01,user30,203527,137.95,replace catalytic converter; ,2021-04-13
V7RRXZF3UDD625897,137,2021-07-10,user13,1225737,137.95,add heated windshield; ,2021-07-15
V7RRXZF3UDD625897,137,2021-08-11,user12,1549275,110.36,install intelligent alternator; prevent fuel pump shutoff; ,2021-08-19
V7RRXZF3UDD625897,137,2021-08-23,user12,1588845,27.59,replace serpentine belt; reduce blind spot; ,2021-08-23
V7RRXZF3UDD625897,137,2021-09-21,roland,1770800,82.77,replace diverter valve; install vanity mirrors; ,2021-09-26
VGE7R67HBNW773708,86,2021-06-15,user13,37035,83.8,add knee airbags; change brake linings; ,2021-06-17
VGE7R67HBNW773708,86,2021-06-28,user15,63234,209.51,install smoked glass; ,2021-07-11
VGE7R67HBNW773708,86,2021-07-17,user15,125401,125.71,replace crankcase ventilation filter; fix solar sunroof; ,2021-07-19
VGE7R67HBNW773708,86,2021-07-28,user17,135660,460.92,refurbish power steering; refurbish power steering; ,2021-08-28
VGE7R67HBNW773708,86,2021-09-05,roland,198956,209.51,reduce fuel consumption; add heated windshield; ,2021-09-12
VGE7R67HBNW773708,86,2021-09-14,user17,211715,83.8,replace water pump; check drive axle boots; ,2021-09-20
VHN8VKHSZSO282046,59,2021-05-23,user15,37863,27.59,refurbish power steering; adjust retractable mirrors; ,2021-05-25
VHN8VKHSZSO282046,59,2021-05-29,roland,61668,441.43,fix sunroof; replace tail lights; ,2021-06-22
VHN8VKHSZSO282046,59,2021-06-26,user13,82570,193.13,reduce blind spot; fix external temperature display; ,2021-07-06
VHN8VKHSZSO282046,59,2021-07-13,user29,118152,386.25,set up satellite radio; prevent fuel pump shutoff; ,2021-08-13
VHN8VKHSZSO282046,59,2021-09-07,user29,328762,27.59,install active pedestrian protection system; fix broken tow hooks; ,2021-09-08
VLRKLTIXYIZ273737,21,2021-06-08,user33,17293,17.96,repair seatbelt force limiters; adjust regenerative braking; ,2021-06-22
VLRKLTIXYIZ273737,21,2021-06-28,user29,48073,143.7,install intelligent alternator; install smoked glass; ,2021-07-06
VLRKLTIXYIZ273737,21,2021-07-12,user12,110535,53.89,change oil filter; fix sunroof; ,2021-07-14
VLRKLTIXYIZ273737,21,2021-07-27,user30,182846,53.89,attach exterior camera; configure universal remote control; ,2021-07-29
VLRKLTIXYIZ273737,21,2021-08-03,user15,233187,305.37,install curtain airbags; adjust running boards; ,2021-08-21
VLRKLTIXYIZ273737,21,2021-08-29,roland,268716,71.85,install on-board diagnosis system; install curtain airbags; ,2021-09-05
VLRKLTIXYIZ273737,21,2021-09-08,user15,295630,53.89,replace ace filter; check drive axle boots; ,2021-09-12
VLRKLTIXYIZ273737,21,2021-09-13,user13,303135,35.93,install roof spoiler; change speaker configuration; ,2021-09-21
VLRKLTIXYIZ273737,21,2021-09-22,user12,309131,71.85,replace timing belt tensioner; install on-board diagnosis system; ,2021-09-25
VOO8ABE46Z0963128,47,2021-06-23,user29,91897,212.77,install roof spoiler; reduce blind spot; ,2021-07-01
VOO8ABE46Z0963128,47,2021-07-08,user17,169841,118.2,configure audio remote control; ,2021-07-12
VOO8ABE46Z0963128,47,2021-07-16,user29,203794,260.05,install intelligent alternator; ,2021-07-26
VOO8ABE46Z0963128,47,2021-07-27,user29,209475,165.49,fix nvh dampening system; improve cylinder configuration; ,2021-08-13
VOO8ABE46Z0963128,47,2021-08-25,user30,302258,307.33,adjust hybrid performance; adjust seat belts tension; ,2021-09-08
VOO8ABE46Z0963128,47,2021-09-13,user17,334437,47.28,refurbish power steering; ,2021-09-23
VOQ56SWYWJB706872,26,2021-03-24,user17,22695,42.28,replace stabilizer bar; adjust low fuel warning indicator; ,2021-03-30
VOQ56SWYWJB706872,26,2021-04-04,user15,47034,74,fix sunroof; replace ace filter; ,2021-04-22
VOQ56SWYWJB706872,26,2021-05-10,user13,154964,42.28,adjust low fuel warning indicator; install separate rear audio; ,2021-05-13
VOQ56SWYWJB706872,26,2021-05-27,user13,176221,31.71,change timing belt; reduce carbon footprint; ,2021-05-31
VOQ56SWYWJB706872,26,2021-06-17,roland,316448,52.86,fix steering damper; reduce carbon footprint; ,2021-06-23
VOQ56SWYWJB706872,26,2021-07-08,user17,488027,137.43,replace timing belt tensioner; change air conditioner refrigerant; ,2021-07-22
VOQ56SWYWJB706872,26,2021-07-23,roland,489166,10.57,repair shiftable automatic transmission; replace water pump; ,2021-07-25
VOQ56SWYWJB706872,26,2021-08-23,user33,507638,232.57,adjust reverse tilt mirrors; install active pedestrian protection system; ,2021-09-19
VU1M5IDDL6S091256,122,2020-08-17,user29,153639,156.76,improve engine performance; ,2020-08-21
VU1M5IDDL6S091256,122,2020-09-18,user12,473400,3542.72,replace timing belt tensioner; install on-board diagnosis system; ,2021-01-31
VU1M5IDDL6S091256,122,2021-02-04,user30,502006,219.46,correct abs; prevent fuel pump shutoff; ,2021-03-13
VU1M5IDDL6S091256,122,2021-04-04,user17,751396,2194.61,change pcv filter/pcv valve; ,2021-09-03
VX1PVFHZBMX335341,24,2020-12-09,user29,105747,532.09,set up auto-delay headlights; adjust hybrid performance; ,2021-02-02
VX1PVFHZBMX335341,24,2021-02-22,user33,274348,36.28,install on-board diagnosis system; set up auto-delay headlights; ,2021-03-24
VX1PVFHZBMX335341,24,2021-04-21,user12,423019,217.67,install optional equipment; install curtain airbags; ,2021-05-18
VX1PVFHZBMX335341,24,2021-05-19,user15,432923,592.55,fix nvh dampening system; change purge valve; ,2021-07-14
VX1PVFHZBMX335341,24,2021-07-16,user29,436935,133.02,adjust turn signals; fix sunroof; ,2021-08-03
VX1PVFHZBMX335341,24,2021-08-18,user33,516410,157.21,correct abs; adjust block heater; ,2021-09-02
VX1PVFHZBMX335341,24,2021-09-10,user12,520698,60.46,adjust low fuel warning indicator; check drive axle boots; ,2021-09-24
W1RYVGXFD68971984,73,2021-03-26,user33,118911,39.72,change coolant; replace fuel filter; ,2021-03-27
W1RYVGXFD68971984,73,2021-04-05,roland,128802,715.05,change wheel cylinders; adjust regenerative braking; ,2021-05-15
W1RYVGXFD68971984,73,2021-06-03,user30,239252,2304.05,make polarization coating; reconfigure service reminder light; ,2021-09-03
WAKUE2I52W0243711,126,2021-06-12,user30,120908,559.76,install roof spoiler; change wheel cylinders; ,2021-07-10
WAKUE2I52W0243711,126,2021-07-19,user30,224626,39.98,adjust turn signals; install curtain airbags; ,2021-07-28
WAKUE2I52W0243711,126,2021-08-15,user33,395990,39.98,replace steering column lock; replace water pump; ,2021-09-12
WO62TPHPUNV545044,77,2020-12-21,user30,158760,638.89,refurbish power steering; ,2021-01-13
WO62TPHPUNV545044,77,2021-01-26,user17,240537,91.27,install optional equipment; fix external temperature display; ,2021-02-22
WO62TPHPUNV545044,77,2021-02-26,user15,255288,775.79,replace brake pedal spring; install roof spoiler; ,2021-03-17
WO62TPHPUNV545044,77,2021-05-03,user12,304556,91.27,change pcv filter/pcv valve; attach spoiler; ,2021-05-05
WO62TPHPUNV545044,77,2021-05-07,user12,316305,1414.68,repair seatbelt force limiters; repair shiftable automatic transmission; ,2021-06-25
WO62TPHPUNV545044,77,2021-06-27,roland,332807,273.81,reduce fuel consumption; upgrade navigation system; ,2021-07-03
WO62TPHPUNV545044,77,2021-08-12,user15,417382,45.63,correct abs; fix a-pillar; ,2021-08-15
WO62TPHPUNV545044,77,2021-08-22,roland,482252,273.81,replace brake pedal spring; install intelligent alternator; ,2021-09-02
WRJTUEFBEKL053792,6,2020-12-16,user13,398110,1057.71,replace serpentine belt; prevent fuel pump shutoff; ,2020-12-20
WRJTUEFBEKL053792,6,2021-02-13,user29,789464,1692.34,replace stabilizer bar; fix rear defroster; ,2021-03-27
WRJTUEFBEKL053792,6,2021-06-04,user13,1600322,1692.34,fix a-pillar; ,2021-06-13
WXXT4CJXT8X866335,60,2021-04-29,roland,229011,415.51,adjust low fuel warning indicator; ,2021-05-07
WXXT4CJXT8X866335,60,2021-05-15,roland,262600,118.72,adjust traction control system; change wheel cylinders; ,2021-06-07
WXXT4CJXT8X866335,60,2021-06-28,user13,432305,237.44,fix air filter restriction indicator; adjust seat belts tension; ,2021-07-01
WXXT4CJXT8X866335,60,2021-07-04,user17,439996,415.51,fix sunroof; change memory settings of the onboard computer; ,2021-07-10
WXXT4CJXT8X866335,60,2021-08-05,user15,695806,118.72,fix rear hvac; replace brake pedal spring; ,2021-08-06
WXXT4CJXT8X866335,60,2021-08-18,user33,739303,178.08,fix external temperature display; fix a-pillar; ,2021-08-23
WXXT4CJXT8X866335,60,2021-08-27,user33,771813,118.72,replace water pump; install anti-theft alarm; ,2021-08-28
WXXT4CJXT8X866335,60,2021-09-04,user33,781758,118.72,set up satellite radio; attach spoiler; ,2021-09-05
WZLYDQJPVXX172107,182,2021-07-07,user33,98795,39.73,replace fuel filter; install curtain airbags; ,2021-07-08
WZLYDQJPVXX172107,182,2021-07-10,user17,106903,198.63,change coolant; reconfigure service reminder light; ,2021-07-22
WZLYDQJPVXX172107,182,2021-08-05,user13,270628,119.18,repair seatbelt force limiters; fix steering damper; ,2021-08-11
WZLYDQJPVXX172107,182,2021-08-15,user13,271572,39.73,adjust low fuel warning indicator; replace brake pedal spring; ,2021-08-17
WZLYDQJPVXX172107,182,2021-08-27,user15,362524,79.45,fix steering damper; replace diverter valve; ,2021-08-31
WZLYDQJPVXX172107,182,2021-09-04,user17,365448,39.73,make polarization coating; ,2021-09-04
WZLYDQJPVXX172107,182,2021-09-11,user30,411520,39.73,adjust reverse tilt mirrors; replace steering column lock; ,2021-09-12
X7WRF6GJKRO032058,156,2020-09-10,user12,590661,664.31,replace serpentine belt; ,2021-02-12
XG6TUSMRKJ7859790,144,2021-03-19,user12,109017,332.81,repair direct injection system; replace tail lights; ,2021-04-23
XG6TUSMRKJ7859790,144,2021-05-02,user12,149497,124.8,install parking sensors; attach spoiler; ,2021-06-03
XG6TUSMRKJ7859790,144,2021-06-17,user33,263043,124.8,change timing belt; change steering rack; ,2021-06-24
XG6TUSMRKJ7859790,144,2021-07-26,user29,430954,249.61,fix rear defroster; replace catalytic converter; ,2021-08-11
XG6TUSMRKJ7859790,144,2021-08-25,user12,457719,20.8,reconfigure service reminder light; ,2021-08-29
XKOR6FN4NB0771721,152,2020-11-19,user29,228182,9594.28,install smoked glass; install dusk-sensing headlights; ,2021-03-27
XKOR6FN4NB0771721,152,2021-05-09,user33,253289,297.5,adjust low fuel warning indicator; improve engine performance; ,2021-05-20
XKOR6FN4NB0771721,152,2021-07-08,user13,566899,371.87,adjust retractable mirrors; ,2021-08-06
XKOR6FN4NB0771721,152,2021-09-10,user17,575673,74.37,adjust running boards; ,2021-09-18
XLE7HGMPN41742434,195,2021-01-21,user29,375099,101.26,replace ace filter; ,2021-02-28
XLE7HGMPN41742434,195,2021-03-01,user15,375615,177.21,fix ventilated seats; fix steering damper; ,2021-03-18
XLE7HGMPN41742434,195,2021-03-25,roland,410288,253.15,fix broken tow hooks; prevent fuel pump shutoff; ,2021-04-06
XLE7HGMPN41742434,195,2021-04-09,roland,414714,25.32,replace ace filter; change air conditioner refrigerant; ,2021-04-10
XLE7HGMPN41742434,195,2021-04-20,user29,495210,936.67,fix external temperature display; ,2021-05-31
XLE7HGMPN41742434,195,2021-06-02,user33,512708,227.84,replace serpentine belt; adjust block heater; ,2021-06-19
XLE7HGMPN41742434,195,2021-06-27,user30,559907,50.63,reduce fuel consumption; adjust seat belts tension; ,2021-07-05
